_id,MERCHANT_NAME,PAN_NUMBER,MERCHANT_ID,MOBILE_NUMBER,ACQUIRER_NAME,REMARKS,STATUS,REALLOCATED_DATE,REALLOCATD_BY,DATA_SYNCED_DATE,REQUESTED_BRANCH_NAME,REQUESTED_BRANCH_CODE,updated_at
1161,BLACK CHERRIES ENTERTAINMENT PRIVATE LIMITED,609540073,73965,9863696798,SAGARMATHA Bank,Acquirer Changed From Fonepay system for previously approved release requests,REALLOCATED,2022-02-04T11:36:37,SBL_UMESH,2024-07-17T02:44:59,,,23:43.2
6829,BISHNU AND SONS SUPPLIERS,608035604,73977,9857841853,SAGARMATHA Bank,Banking relationship with another bank,REALLOCATED,2022-04-26T10:24:35,NEPAL_SUBASH,2024-07-17T02:44:59,,,23:43.2
9270,SAJILO YATAYAT PVT.LTD,600325976,74125,9852027600,SAGARMATHA Bank,Banking relationship with another bank,REALLOCATED,2022-07-10T10:34:58,anjana.sapkota,2024-07-17T02:44:59,,,23:43.2
39172,BAGLUNG DEVI FANCY STORES,614458866,74278,9846553425,SAGARMATHA Bank,Banking relationship with another bank,REALLOCATED,2024-05-29T11:16:37,ILA,2024-07-17T02:44:59,AMARSINGH CHOWK,126,23:43.2
11156,WELCARE DIAGNOSTIC CENTER P LTD.,304422931,74287,9828797479,SAGARMATHA Bank,Banking relationship with another bank,REALLOCATED,2022-08-28T10:14:10,Parash07,2024-07-17T02:44:59,,,23:43.2
40830,LAXMI AND ADITYA CONSTRUCTION PVT. LTD.,604313519,74565,9855041590,SAGARMATHA Bank,Direct Acquired,REALLOCATED,2024-05-21T09:57:15,eSewa_Sristi,2024-07-17T02:44:59,,,23:43.2
26687,POULTRY SOLUTION AND PET ACCESSORIES,612464218,74752,9841391423,SAGARMATHA Bank,Banking relationship with another bank,REALLOCATED,2023-12-01T09:47:52,NABIL_POOJA,2024-07-17T02:44:59,NBB TOKHA BRANCH,N9,23:43.2
9060,GREEN LIVE AGRO FIRM,603680948,74829,9806598846,SAGARMATHA Bank,Banking relationship with another bank,REALLOCATED,2022-07-12T17:05:04,MBL_SANJU,2024-07-17T02:44:59,,,23:43.2
11822,KRITIKA KRITESH CONSTRUCTION PVT LTD,605991402,75055,9866024933,SAGARMATHA Bank,To maintain all business transaction in one bank,REALLOCATED,2022-09-14T17:44:31,11899,2024-07-17T02:44:59,,,23:43.2
24774,SAJAL AND SARTHAK SUPPLIERS,108790706,75157,9849899644,SAGARMATHA Bank,Banking relationship with another bank,APPROVED,,,2024-07-17T02:44:59,,,23:43.2
41913,POKHREL READYMADE STORE,602175807,75362,9851126243,SAGARMATHA Bank,Account Closed,REALLOCATED,2024-06-14T10:01:11,ILA,2024-07-17T02:44:59,TEKU,236,23:43.2
9701,OM SAI COMPUTER PASAL,607646258,75913,9805478288,SAGARMATHA Bank,Banking relationship with another bank,REALLOCATED,2022-07-25T20:06:08,SBL_CHANDRAUTA,2024-07-17T02:44:59,,,23:43.2
12569,HIMALAYAN INCOUNTERS ADVENTURE PVT. LTD.,606646242,75931,9856036262,SAGARMATHA Bank,To maintain all business transaction in one bank,REALLOCATED,2022-09-23T14:20:56,SHRIYA,2024-07-17T02:44:59,,,23:43.2
3027,AAROGYA MULTISPECIALITY HOSPITAL PVT. LTD.,606844583,76166,9846669800,SAGARMATHA Bank,Acquirer Changed From Fonepay system for previously approved release requests,REALLOCATED,2022-01-26T19:24:55,PRAJWALB5559,2024-07-17T02:44:59,,,23:43.2
28408,RAM MANDIR DAIRY,101967565,76343,9803005584,SAGARMATHA Bank,Banking relationship with another bank,APPROVED,,,2024-07-17T02:44:59,Gaushala Branch,47,23:43.2
21494,DANGI STATIONERY,303033794,76375,9857823872,SAGARMATHA Bank,Banking relationship with another bank,REALLOCATION_REQUESTED,,,2024-07-17T02:44:59,TULSIPUR BRANCH,177,23:43.2
3512,SISNE PUSTAK BHANDAR,305632467,76461,9848093572,SAGARMATHA Bank,Acquirer Changed From Fonepay system for previously approved release requests,REALLOCATED,2022-02-23T14:43:33,MEGA_ASHISHG,2024-07-17T02:44:59,,,23:43.2
2760,RAMDEV GALLA BHANDAR,300364992,76657,9807560860,SAGARMATHA Bank,Acquirer Changed From Fonepay system for previously approved release requests,APPROVED,,,2024-07-17T02:44:59,,,23:43.2
28359,RANJANS IT TRADERS,613354659,76868,9820993665,SAGARMATHA Bank,Banking relationship with another bank,REALLOCATED,2024-02-15T12:57:37,PROGRESSIVE_MENUKA,2024-07-17T02:44:59,Birgunj,118,23:43.2
20379,LALIT AND SUSHIL KIRANA,302028902,77085,9856082206,SAGARMATHA Bank,Account Closed,REALLOCATED,2023-06-01T17:15:54,Lumbini_Unish,2024-07-17T02:44:59,LAMACHAUR BRANCH,55,23:43.2
9405,KALYANESHWOR MART PVT. LTD.,610001792,77096,9869319577,SAGARMATHA Bank,Banking relationship with another bank,WITHDRAWN,,,2024-07-17T02:44:59,,,23:43.2
373,ANI GURUNG,123435194,77140,9816629383,SAGARMATHA Bank,Acquirer Changed From Fonepay system for previously approved release requests,REALLOCATED,2022-01-23T13:18:21,PRABHU_SAJAN,2024-07-17T02:44:59,,,23:43.2
40620,Laxmi Enteprises,305422545,77141,9855040592,SAGARMATHA Bank,Direct Acquired,REALLOCATED,2024-05-20T10:18:10,eSewa_Sristi,2024-07-17T02:44:59,,,23:43.2
39749,R.G CONSTRUCTION AND SUPPLIERS,606301590,77185,9856041185,SAGARMATHA Bank,Direct Acquired,REALLOCATED,2024-05-14T16:12:01,EBLQRMAKER@0430,2024-07-17T02:44:59,,,23:43.2
39799,NEW DIPESH FANCY PASAL. .,611348678,77335,9812573975,SAGARMATHA Bank,Banking relationship with another bank,REALLOCATED,2024-05-30T10:16:56,ILA,2024-07-17T02:44:59,SURKHET,26,23:43.2
19429,DEVYANI SPORTS COLLECTION. .,615626310,77344,9868947999,SAGARMATHA Bank,Banking relationship with another bank,WITHDRAWN,,,2024-07-17T02:44:59,MUSIKOT,119,23:43.2
31676,LALIGURANS INTERNATIONAL SECURITY SERVICES PVT. LTD,603562286,77357,9801110075,SAGARMATHA Bank,Direct Acquired,REALLOCATED,2024-02-28T11:37:52,GURKHAS_POOJA,2024-07-17T02:44:59,,,23:43.2
25813,SHIV TRADERS.... .,606316569,77393,9816843251,SAGARMATHA Bank,Mistakenly Registered,REALLOCATED,2023-10-10T17:21:47,eSewa_Bibek,2024-07-17T02:44:59,JANAKPUR,52,23:43.2
24988,LITTLE HAND MONTESSORI,606073659,77689,9867165966,SAGARMATHA Bank,Banking relationship with another bank,REALLOCATED,2023-09-11T11:29:31,NABIL_POOJA,2024-07-17T02:44:59,SUNWAL,55,23:43.2
17790,SANGAM SWEETS PVT LTD,304235979,78155,9802015475,SAGARMATHA Bank,Loan settlement from the other bank,REALLOCATED,2023-03-03T10:02:44,SHINE_BIKASH,2024-07-17T02:44:59,,,23:43.2
9393,SHREENAGAR ALUMINIUM STEEL AND GRILL UDHYOG,603437829,78205,9857062674,SAGARMATHA Bank,Banking relationship with another bank,REALLOCATED,2022-07-15T09:59:35,anjana.sapkota,2024-07-17T02:44:59,,,23:43.2
14253,SAPKOTA RICE MILE,613039482,78337,9844718000,SAGARMATHA Bank,Direct Acquired,REALLOCATED,2022-10-20T10:41:53,eSewa_Komal,2024-07-17T02:44:59,,,23:43.2
21683,REBORN HOTEL AND PARTY PALACE PVT LTD,606603849,78584,9857047383,SAGARMATHA Bank,Banking relationship with another bank,REALLOCATED,2023-06-14T11:29:11,SHINE_BHAWANA,2024-07-17T02:44:59,SUNAWAL BRANCH,38,23:43.2
40087,ARA TECH SOLUTION PVT LTD,609800382,78682,9816347464,SAGARMATHA Bank,No Business transaction with this bank/wallet,REALLOCATED,2024-06-02T16:24:37,eSewa_Bibek,2024-07-17T02:44:59,,,23:43.2
8567,BIJAY KHADHYA AND GAS STORE,600419000,78712,9841820741,SAGARMATHA Bank,Banking relationship with another bank,REALLOCATED,2024-02-12T10:26:12,ICFC_KISHOR,2024-07-17T02:44:59,,,23:43.2
31891,STUPA ADVENTURE PVT LTD,609723593,78825,9356072711,SAGARMATHA Bank,Banking relationship with another bank,REALLOCATED,2024-03-17T16:46:07,eSewa_Bibek,2024-07-17T02:44:59,POKHARA,12,23:43.2
2036,DOYAL SHOE MART,605463189,78946,9858040408,SAGARMATHA Bank,Acquirer Changed From Fonepay system for previously approved release requests,REALLOCATED,2022-03-29T13:28:55,shraddha.shrestha,2024-07-17T02:44:59,,,23:43.2
24003,SHAKYA TREATS PVT.LTD,605941854,78975,9822795544,SAGARMATHA Bank,To maintain all business transaction in one bank,REALLOCATED,2023-08-10T12:26:45,NABIN_PARIYAR,2024-07-17T02:44:59,PULCHOWK-164,164,23:43.2
31653,PINTU TYRE AND PURANO FALAM KHARID BIKRI KENDRA,301683669,79335,9855022072,SAGARMATHA Bank,Direct Acquired,REALLOCATED,2024-02-28T10:03:39,Parash07,2024-07-17T02:44:59,,,23:43.2
8105,ARYAL EMPORIUM,606298926,79371,9811093735,SAGARMATHA Bank,Banking relationship with another bank,REALLOCATED,2022-06-21T12:42:53,KUMAR43,2024-07-17T02:44:59,,,23:43.2
888,L.N.S. STATIONERY SUPPLIERS,300492686,79436,9852830794,SAGARMATHA Bank,Acquirer Changed From Fonepay system for previously approved release requests,REALLOCATED,2022-02-15T10:42:46,everest_digital,2024-07-17T02:44:59,,,23:43.2
25129,BIJAY TENT HOUSE,600099134,79520,9857045213,SAGARMATHA Bank,Banking relationship with another bank,REALLOCATED,2023-12-08T11:01:33,SBL_PARASI,2024-07-17T02:44:59,PARASI,49,23:43.2
2272,RANJAN REATAURANT LAZIZ PIZZA,615236131,79544,9819995577,SAGARMATHA Bank,Acquirer Changed From Fonepay system for previously approved release requests,REALLOCATED,2022-01-27T14:14:44,SUNRISE_RAJENDRA,2024-07-17T02:44:59,,,23:43.2
16631,MADHYAPUR LIQUIORS,304980314,79662,9841632082,SAGARMATHA Bank,Banking relationship with another bank,WITHDRAWN,,,2024-07-17T02:44:59,,,23:43.2
25951,DAJU  BHAI  MASU  PASAL..,921255069,79673,9867909031,SAGARMATHA Bank,Banking relationship with another bank,REALLOCATED,2023-10-01T16:03:20,eSewa_rakhi,2024-07-17T02:44:59,BUTWAL (CHAURAHA),D5,23:43.2
558,PUJA TRADER,601672710,79755,9804465916,SAGARMATHA Bank,wants to take qr from citizens bank,REALLOCATED,2022-02-01T12:21:49,anjana.sapkota,2024-07-17T02:44:59,,,23:43.2
5979,SANGAM SUNCHANDI PASAL,600099536,79801,9807592362,SAGARMATHA Bank,Banking relationship with another bank,REALLOCATED,2022-04-03T11:17:15,anjana.sapkota,2024-07-17T02:44:59,,,23:43.2
3847,S.SYANGJA SUN CHADI PASAL,303753540,79808,9856027628,SAGARMATHA Bank,Acquirer Changed From Fonepay system for previously approved release requests,REALLOCATED,2022-02-03T12:28:55,MNBBL_DEVI,2024-07-17T02:44:59,,,23:43.2
2915,ISHAN JEWELLERS,605170171,80302,9851140684,SAGARMATHA Bank,Acquirer Changed From Fonepay system for previously approved release requests,REALLOCATED,2022-02-07T16:04:23,NEPAL_GOPAL,2024-07-17T02:44:59,,,23:43.2
24094,YUBRAJ CYCLE SUPPLIERS,601671315,80695,9817584580,SAGARMATHA Bank,Dissatisfied with the service,REALLOCATED,2023-08-14T14:37:33,GLOBAL_ANU,2024-07-17T02:44:59,PARASI BRANCH,B1,23:43.2
36618,FIT POINT COLLECTION,601247042,81598,9841359531,SAGARMATHA Bank,Loan settlement from the other bank,REALLOCATED,2024-05-05T10:53:52,ILA,2024-07-17T02:44:59,BANESHWOR,18,23:43.2
3513,FREEDOM SHOES COLLECTION,607153974,81625,9844777850,SAGARMATHA Bank,Acquirer Changed From Fonepay system for previously approved release requests,REALLOCATED,2022-02-23T14:43:39,MEGA_ASHISHG,2024-07-17T02:44:59,,,23:43.2
12717,KARISHMA TRADERS,500085123,81692,9851044255,SAGARMATHA Bank,Banking relationship with another bank,REALLOCATED,2022-09-29T12:21:06,SBL_TRIPURESHWOR,2024-07-17T02:44:59,,,23:43.2
31612,G.MOTORS PVT LTD,605917136,81937,9802086873,SAGARMATHA Bank,QR switched to other bank,REALLOCATED,2024-03-21T16:03:13,RAJENDRA8346,2024-07-17T02:44:59,Head Office,1,23:43.2
24446,AP DAILY FRESH,124928275,81974,9818122109,SAGARMATHA Bank,Loan settlement from the other bank,REALLOCATED,2023-08-20T16:58:13,NMB_ASMITA,2024-07-17T02:44:59,BOUDDHA BRANCH,151,23:43.2
5080,MOHIT MANOHIT NIRMAN SEWA,607591972,82264,9845900551,SAGARMATHA Bank,"Unsatisfied with service. Want QR from citizens bank, Hetauda Branch",REALLOCATED,2022-02-21T16:41:36,anjana.sapkota,2024-07-17T02:44:59,,,23:43.2
14309,RIPURA COLLECTION,614874978,82266,9841433400,SAGARMATHA Bank,Direct Acquired,REALLOCATED,2022-10-20T12:02:50,eSewa_Aarti,2024-07-17T02:44:59,,,23:43.2
23450,S POWER B.P.E. PVT LTD,600250890,82345,9801055601,SAGARMATHA Bank,Banking relationship with another bank,REALLOCATED,2023-07-28T10:11:10,SBL_KALANKI,2024-07-17T02:44:59,KALANKI,25,23:43.2
17671,WEBBOOK,600729073,82474,9841941001,SAGARMATHA Bank,QR Standee not received,REALLOCATED,2023-03-07T09:15:34,eSewa_susma,2024-07-17T02:44:59,,,23:43.2
28261,ANNAPURNA CAFE,606371504,82707,9813871635,SAGARMATHA Bank,Dissatisfied with the service,REALLOCATED,2023-12-10T11:48:50,NABIL_POOJA,2024-07-17T02:44:59,ANAMNAGAR,48,23:43.2
1349,B.S BROTHERS,608165619,82880,9816627565,SAGARMATHA Bank,Acquirer Changed From Fonepay system for previously approved release requests,REALLOCATED,2022-02-10T15:41:01,PRIME_PRABESH,2024-07-17T02:44:59,,,23:43.2
16074,NEW PARROHA DUDH KARID BIKRI KENDRA,305070902,83091,9847064562,SAGARMATHA Bank,Banking relationship with another bank,REALLOCATED,2022-12-28T14:54:07,SMRITI,2024-07-17T02:44:59,,,23:43.2
39086,S.R.K MULTIPURPOSE PVT LTD,609577488,83185,9856086862,SAGARMATHA Bank,Direct Acquired,REALLOCATED,2024-05-09T10:55:06,1802AS,2024-07-17T02:44:59,,,23:43.2
10824,AYUSH,520206900,83195,9852020690,SAGARMATHA Bank,Banking relationship with another bank,REALLOCATED,2023-01-02T15:41:59,subodh.kafle,2024-07-17T02:44:59,,,23:43.2
8640,MY SELF,602874120,83530,9845030165,SAGARMATHA Bank,Banking relationship with another bank,REALLOCATED,2022-06-24T12:30:14,SHRUTIK5943,2024-07-17T02:44:59,,,23:43.2
25226,ANAND ENTERPRISES TRADE CONCERN P. LTD.,606663236,83558,9858030101,SAGARMATHA Bank,Banking relationship with another bank,REALLOCATED,2023-09-29T10:52:20,1287,2024-07-17T02:44:59,NEPALGUNJ,195,23:43.2
31700,S K AUTO ELECTRIC PARTS *,608734657,83665,9826538901,SAGARMATHA Bank,Direct Acquired,REALLOCATED,2024-02-28T13:20:49,kamana_shushmab,2024-07-17T02:44:59,,,23:43.2
19359,LEGEND EMBROIDERY WEAR PVT LTD,606822507,83671,9841575327,SAGARMATHA Bank,Banking relationship with another bank,REALLOCATED,2023-04-17T10:32:58,PRIME_ANJU,2024-07-17T02:44:59,NEWPLAZA BRANCH,113,23:43.2
31120,MEDIGOLD INTERNATIONAL PVT. LTD,606904751,83884,9841383653,SAGARMATHA Bank,Direct Acquired,REALLOCATED,2024-02-22T16:19:24,NEWBANESHWOR_102_MAKER,2024-07-17T02:44:59,,,23:43.2
992,DHANGANGA RESTAURANT,612805048,84475,9846212899,SAGARMATHA Bank,Acquirer Changed From Fonepay system for previously approved release requests,REALLOCATED,2022-01-30T16:59:00,GIBL_UTTAMK,2024-07-17T02:44:59,,,23:43.2
34208,HAPPY HOPE ENGLISH MEDIUM SCHOOL PVT LTD,305483713,84675,9858030606,SAGARMATHA Bank,Direct Acquired,REALLOCATED,2024-03-29T10:27:24,eSewa_Shreya,2024-07-17T02:44:59,,,23:43.2
3772,DIBYANSH ENTERPRISES,607640054,84702,9819836875,SAGARMATHA Bank,Acquirer Changed From Fonepay system for previously approved release requests,REALLOCATED,2022-09-16T13:50:11,kamana_prasannas,2024-07-17T02:44:59,,,23:43.2
39356,P.P JEWELLERS,606802466,85235,9856037700,SAGARMATHA Bank,Banking relationship with another bank,REALLOCATED,2024-05-30T16:30:11,2661AS,2024-07-17T02:44:59,CHIPLEDHUNGA POKHARA,121,23:43.2
2127,P.M. SUPPLIERS,304706431,85353,9812321364,SAGARMATHA Bank,Acquirer Changed From Fonepay system for previously approved release requests,REALLOCATED,2022-02-07T14:57:04,SHRIYA,2024-07-17T02:44:59,,,23:43.2
36848,MEDSTAR POLYCLINIC PVT. LTD.,606839196,85532,9851162391,SAGARMATHA Bank,Direct Acquired,REALLOCATED,2024-04-21T10:01:14,eSewa_Sabin,2024-07-17T02:44:59,,,23:43.2
15255,AASHIRBAD MEDICAL HALL,603854400,86095,9702804244,SAGARMATHA Bank,Account Closed,REALLOCATED,2022-12-06T09:52:39,rita.upadhyaya,2024-07-17T02:44:59,,,23:43.2
8451,PRAJIL HOSIERY UDHYOG,300893832,86229,9847105411,SAGARMATHA Bank,Banking relationship with another bank,WITHDRAWN,,,2024-07-17T02:44:59,,,23:43.2
29101,INDUKA ENTERPRISES,301554866,86256,9857027833,SAGARMATHA Bank,Banking relationship with another bank,REALLOCATED,2024-01-17T10:06:46,GLOBAL_SHRADDHA,2024-07-17T02:44:59,TAMGHAS BRANCH,70,23:43.2
28329,SAMUNDRA MADIRA PASAL,600093149,86284,9857064872,SAGARMATHA Bank,Dissatisfied with the service,REALLOCATED,2024-01-03T10:49:17,Parash07,2024-07-17T02:44:59,GULMI 209,209,23:43.2
25552,DEVINAGAR MANISHA KIRANA PASAL,611846378,86377,9847033785,SAGARMATHA Bank,Shutdown/Closed,REALLOCATED,2023-09-20T10:44:08,eSewa_rakhi,2024-07-17T02:44:59,BUTWAL,10,23:43.2
20783,SUJAN COSMETIC PASAL,301367460,86507,9861446437,SAGARMATHA Bank,,WITHDRAWN,,,2024-07-17T02:44:59,,,23:43.2
41259,SHIVA SHANKAR FANCY STORE,304796872,86554,9824523226,SAGARMATHA Bank,Direct Acquired,REALLOCATED,2024-05-22T18:28:55,0868DN,2024-07-17T02:44:59,,,23:43.2
19653,NEWA FLOWER AND GIFT SHOP,605118955,86836,9841630563,SAGARMATHA Bank,Nearby Location,REALLOCATED,2023-04-24T18:01:02,EBLQRMAKER@0440,2024-07-17T02:44:59,,,23:43.2
10184,BOLBAM SUPPLIERS.,602357874,87033,9806923126,SAGARMATHA Bank,Dissatisfied with the service,REALLOCATED,2022-08-09T15:19:53,eSewa_Komal,2024-07-17T02:44:59,,,23:43.2
26335,U.K LAMA AND SONS PVT.LTD,302095885,87473,9861587601,SAGARMATHA Bank,Banking relationship with another bank,REALLOCATED,2023-11-20T14:32:21,EBLQRMAKER@0140,2024-07-17T02:44:59,LAZIMPAT BRANCH,140,23:43.2
8810,MAHIT TRADE AND SUPPLIERS,605003240,87774,9867739971,SAGARMATHA Bank,Banking relationship with another bank,REALLOCATED,2022-07-18T10:22:43,SBL_TIKAPUR,2024-07-17T02:44:59,,,23:43.2
15818,SHAILENDRA OPTIC CENTER,602044635,88986,9851183470,SAGARMATHA Bank,Business/Management Decision,REALLOCATED,2022-12-18T10:45:40,MNBBL_SOFI,2024-07-17T02:44:59,,,23:43.2
38451,JAGAT KUMARI BHADA PASAL,604102845,89060,9806504132,SAGARMATHA Bank,Account Closed,REALLOCATED,2024-05-19T11:16:23,MNBBL_ANJU,2024-07-17T02:44:59,BHIMAD BRANCH,9,23:43.2
2128,OM MANAHARI PASAL,301687137,89089,9802749290,SAGARMATHA Bank,Acquirer Changed From Fonepay system for previously approved release requests,REALLOCATED,2022-02-14T17:14:57,SHASHITHAPA,2024-07-17T02:44:59,,,23:43.2
41641,S AND B FOOD CENTER,606967060,89205,9823099501,SAGARMATHA Bank,Business/Management Decision,REALLOCATED,2024-06-12T09:17:48,Parash07,2024-07-17T02:44:59,GAGANGAUNDA 193,193,23:43.2
19879,GIRI BROTHERS MOBILE AND ELECTRICAL CENTER,305203340,89481,9866707531,SAGARMATHA Bank,Banking relationship with another bank,REALLOCATED,2023-05-04T13:23:12,eSewa_rakhi,2024-07-17T02:44:59,NEPALGUNJ,14,23:43.2
5515,MANAKAMANA FURNISHING CENTRER,500098167,89646,9861051720,SAGARMATHA Bank,Dissatisfied with the service,REALLOCATED,2022-03-15T15:44:43,12616,2024-07-17T02:44:59,,,23:43.2
40263,CHATAUT BARTAN BHANDAR,606130381,89649,9861020656,SAGARMATHA Bank,Direct Acquired,REALLOCATED,2024-05-17T10:30:07,eSewa_Sristi,2024-07-17T02:44:59,,,23:43.2
2271,SRIJANA FURNITURE UDHYOG,302778911,89684,9848831973,SAGARMATHA Bank,Acquirer Changed From Fonepay system for previously approved release requests,REALLOCATED,2022-01-27T14:14:39,SUNRISE_RAJENDRA,2024-07-17T02:44:59,,,23:43.2
20449,ARPANA SUBEDI KHAJA GHAR,614248896,89695,9846744449,SAGARMATHA Bank,Banking relationship with another bank,REALLOCATED,2023-05-15T14:36:36,MNBBL_ANJU,2024-07-17T02:44:59,Begnas Taal Branch,129,23:43.2
10245,GHIMIRE DAIRY UDHYOG,600649896,89710,9848429484,SAGARMATHA Bank,Banking relationship with another bank,REALLOCATED,2022-08-09T13:59:34,087_MAKER,2024-07-17T02:44:59,,,23:43.2
2129,MAINAPOKHARI OIL STORES AND SUPPLIERS,600364663,89750,9746531595,SAGARMATHA Bank,Acquirer Changed From Fonepay system for previously approved release requests,REALLOCATED,2022-02-15T15:14:45,SHRIYA,2024-07-17T02:44:59,,,23:43.2
8981,S.K COSMETIC PASAL,101011100,90036,9801000101,SAGARMATHA Bank,Banking relationship with another bank,REALLOCATED,2022-07-06T12:25:17,SHINE_BHAWANA,2024-07-17T02:44:59,,,23:43.2
37265,DEUKHURI MOBILE & COMPUTER REPAIRING CENTER *,305993814,90038,9847956550,SAGARMATHA Bank,Banking relationship with another bank,REALLOCATED,2024-05-08T13:27:24,ILA,2024-07-17T02:44:59,LAMAHI,161,23:43.2
26221,NEW RN MADIRA PASAL,601019908,90081,9812760224,SAGARMATHA Bank,Banking relationship with another bank,WITHDRAWN,,,2024-07-17T02:44:59,DAIJI BRANCH,185,23:43.2
6038,MA SHANTI MEDICAL HALL,921255218,90249,9807609776,SAGARMATHA Bank,Banking relationship with another bank,REALLOCATED,2022-04-07T10:56:12,SUNRISE_RAJENDRA,2024-07-17T02:44:59,,,23:43.2
15137,ANGEL PLASTIC SUPPLIERS,614419902,90312,9813357560,SAGARMATHA Bank,Banking relationship with another bank,REALLOCATED,2022-11-24T16:13:03,Priska_Checker,2024-07-17T02:44:59,,,23:43.2
23927,BAIDAR GROUP,921255236,90318,9808433273,SAGARMATHA Bank,Business/Management Decision,WITHDRAWN,,,2024-07-17T02:44:59,MURGIYA BRANCH,32,23:43.2
30040,PUSHPANJALI JEWELLERS,107746124,90469,9813577000,SAGARMATHA Bank,Banking relationship with another bank,REALLOCATED,2024-02-14T15:59:03,pushpa.pokhrel@nabilbank.com,2024-07-17T02:44:59,Jhumka Branch,F9,23:43.2
39205,ITEM RESTAURANT *,303094010,90989,9851054926,SAGARMATHA Bank,Direct Acquired,REALLOCATED,2024-05-09T16:48:39,MBL_ANU,2024-07-17T02:44:59,,,23:43.2
1023,SPEEDEX WORLDWIDE PVT.LTD,600382139,91049,9851011148,SAGARMATHA Bank,Acquirer Changed From Fonepay system for previously approved release requests,REALLOCATED,2022-02-04T10:22:00,NABIL_GEETA,2024-07-17T02:44:59,,,23:43.2
9757,JEETPUR FASHION WEAR POINT,611692362,91247,9803842223,SAGARMATHA Bank,Banking relationship with another bank,WITHDRAWN,,,2024-07-17T02:44:59,,,23:43.2
9848,SITA AND SUNDAR EMPORIUM,614300192,91326,9846027911,SAGARMATHA Bank,Banking relationship with another bank,WITHDRAWN,,,2024-07-17T02:44:59,,,23:43.2
12773,SUNIL MISTHAN KHAJA PASAL,607589812,91484,9812970211,SAGARMATHA Bank,Banking relationship with another bank,REALLOCATED,2022-09-25T09:37:12,sabina.dahal,2024-07-17T02:44:59,,,23:43.2
19572,SHASHI MEDICAL HALL,300305788,91566,9847044031,SAGARMATHA Bank,Banking relationship with another bank,REALLOCATED,2023-05-17T14:21:26,SHINE_KISHOR.PANTHI,2024-07-17T02:44:59,BADERA BRANCH,52,23:43.2
39979,ELITE NETWORK AND COMMUNICATION PVT LTD,300088438,91597,9801961460,SAGARMATHA Bank,Banking relationship with another bank,REALLOCATED,2024-06-02T11:48:17,NABIN_PARIYAR,2024-07-17T02:44:59,,,23:43.2
32532,SEJA POULTRY FARM PRIVATE LIMITED,609789634,91638,9803532900,SAGARMATHA Bank,Direct Acquired,REALLOCATED,2024-03-10T16:19:52,SBL_JANAKPUR,2024-07-17T02:44:59,,,23:43.2
21557,MALLA AND SONS GIFT SHOP,615349477,92231,9807776188,SAGARMATHA Bank,To maintain all business transaction in one bank,REALLOCATED,2023-06-09T12:02:40,sabina.dahal,2024-07-17T02:44:59,GAIGHAT BRANCH,20,23:43.2
6702,S.S SHANTI STORE,500179141,92448,9851067006,SAGARMATHA Bank,Want new qr from citizens bank,REALLOCATED,2022-04-21T11:04:35,anjana.sapkota,2024-07-17T02:44:59,,,23:43.2
2767,NEW CHAURASIYA KIRANA PASAL,302119516,92600,9802938833,SAGARMATHA Bank,Acquirer Changed From Fonepay system for previously approved release requests,APPROVED,,,2024-07-17T02:44:59,,,23:43.2
13154,ONIDA T.V. TRAINING INSTITUTE,301829498,92982,9804853916,SAGARMATHA Bank,Banking relationship with another bank,REALLOCATED,2022-11-02T10:26:32,sabina.dahal,2024-07-17T02:44:59,,,23:43.2
31443,HIGH CHOICE,606143521,93024,9852831230,SAGARMATHA Bank,Loan settlement from the other bank,REALLOCATED,2024-03-06T16:41:58,MNBBL_ANJU,2024-07-17T02:44:59,GOLBAZAR BRANCH,75,23:43.2
27205,MUNASHREE JEWELLERS,610941302,93125,9810020061,SAGARMATHA Bank,Banking relationship with another bank,REALLOCATED,2023-11-06T11:00:31,NABIL_POOJA,2024-07-17T02:44:59,GATHTHAGHAR,E1,23:43.2
9498,PRABESH ADHIKARI.......,125603368,93215,9851232514,SAGARMATHA Bank,To maintain all business transaction in one bank,WITHDRAWN,,,2024-07-17T02:44:59,,,23:43.2
21297,KARKI STAFF BHOJANALAYA,602356035,93284,9851081808,SAGARMATHA Bank,Banking relationship with another bank,REALLOCATED,2023-10-04T17:26:48,PRABHU_SUNIL,2024-07-17T02:44:59,LAMPATI KALANKI BRANCH,223,23:43.2
17966,JANATA HARDWARE PVT. LTD.,609806689,93352,9851060204,SAGARMATHA Bank,Banking relationship with another bank,REALLOCATED,2023-03-19T18:14:22,EBLQRCHECKER@0200,2024-07-17T02:44:59,,,23:43.2
29842,CHITWAN AND STORES,602387651,93400,9860002517,SAGARMATHA Bank,To maintain all business transaction in one bank,REALLOCATED,2024-02-13T17:48:55,Lumbini_AsmitaG,2024-07-17T02:44:59,TOKHA BRANCH,33,23:43.2
33159,PASHUPATI MULTIPLE CAMPUS,201303184,93550,9841342706,SAGARMATHA Bank,Banking relationship with another bank,REALLOCATED,2024-03-28T11:40:23,GLOBAL_KUSHALT,2024-07-17T02:44:59,,,23:43.2
38745,LAXMI FOODS ENTERPRISES,608161974,93590,9803245797,SAGARMATHA Bank,Banking relationship with another bank,REALLOCATED,2024-05-24T10:09:47,ILA,2024-07-17T02:44:59,GOLFUTAR,67,23:43.2
